"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Max Romeo","2025-04-11","Jamaican reggae musician (""Wet Dream"", ""Chase the Devil"")","47815","True","No"
"Don Mischer","2025-04-11","American television producer","12733","True","No"
"Abdur Razzak Molla","2025-04-11","Indian politician","11797","True","No"
"John LaFalce","2025-04-11","American politician","9576","True","No"
"Robyn Kahukiwa","2025-04-11","Australian-born New Zealand artist","7244","False","Yes"
"Gerry McNamara","2025-04-11","Canadian ice hockey player and general manager (Toronto Maple Leafs)","6405","False","Yes"
"Akbar Etemad","2025-04-11","Iranian electrical engineer","5427","False","Yes"
"Alberto Franceschini","2025-04-11","Italian communist militant (Red Brigades)","3863","True","No"
"Kyren Lacy","2025-04-12","American football player (LSU Tigers, Louisiana Ragin' Cajuns)","712798","True","No"
"Pilita Corrales","2025-04-12","Filipino singer and actress (''Mars Ravelo's Darna! Ang Pagbabalik'', ''Bride for Rent'', ''My Illegal Wife'')","249151","True","No"
"Roy Thomas Baker","2025-04-12","English record producer (''A Night at the Opera'', ''The Cars'', ''Head Games'')","57942","True","No"
"Jennifer Toth","2025-04-12","American journalist and writer","31777","False","Yes"
"Kumudini Lakhia","2025-04-12","Indian Kathak dancer","17794","True","No"
"Christian Chukwu","2025-04-12","Nigerian football player (Enugu Rangers, national team) and manager (national team)","13247","True","No"
"Graziano Mesina","2025-04-12","Italian bandit","12879","True","No"
"Andrea Blaugrund Nevins","2025-04-12","American film director (''The Other F Word'')","9116","False","Yes"
"Daripalli Ramaiah","2025-04-12","Indian social worker and environmental activist","8261","False","Yes"
"Ibrahim Shika","2025-04-12","Egyptian footballer (Zamalek)","7811","False","Yes"
"Mario Vargas Llosa","2025-04-13","Peruvian writer (''The Time of the Hero'', ''The War of the End of the World'', ''The Feast of the Goat'')","333892","True","No"
"Jean Marsh","2025-04-13","English actress (''Upstairs, Downstairs'', ''Doctor Who'', ''Willow'') and television writer","268033","True","No"
"Richard Armitage","2025-04-13","American diplomat and government official","55446","True","No"
"Tommy Helms","2025-04-13","American baseball player (Cincinnati Reds, Houston Astros)","49614","True","No"
"Bank Janardhan","2025-04-13","Indian actor (''Tharle Nan Maga'', ''Shhh!'', ''News'') and comedian","37101","True","No"
"Amber Kelleher-Andrews","2025-04-13","American relationship matchmaker","13358","True","No"
"Khurshid Ahmad","2025-04-13","Pakistani economist and politician","11642","True","No"
"Paddy Higson","2025-04-13","Scottish film producer (''Comfort and Joy'', ''The Magdalene Sisters'') and production supervisor (''Gregory's Girl'')","8548","True","No"
"Kalaipuli G. Sekaran","2025-04-13","Indian film director (''Oorai Therinjikitten'', ''Kaaval Poonaigal'')","6867","True","No"
"Miguel Cortés Miranda","2025-04-13","Mexican chemist and charged serial killer","4842","False","Yes"
"Sophie Nyweide","2025-04-14","American actress (''Bella'', ''Margot at the Wedding'', ''Noah'')","224520","True","No"
"Abdullah Ahmad Badawi","2025-04-14","Malaysian politician","159987","True","No"
"Elaine Wynn","2025-04-14","American businesswoman (Wynn Resorts, Mirage Resorts)","101329","True","No"
"Don Hasselbeck","2025-04-14","American football player (New England Patriots, Los Angeles Raiders, New York Giants)","76573","True","No"
"Jed the Fish","2025-04-14","American radio DJ (KROQ)","55746","True","No"
"Francis Davis","2025-04-14","American author and journalist (''The Village Voice'', ''The Atlantic Monthly'')","54041","True","No"
"Aliza Magen-Halevi","2025-04-14","Israeli intelligence officer","40050","True","No"
"Peter Seiffert","2025-04-14","German operatic tenor","25704","True","No"
"Carlton Fairweather","2025-04-14","English football player (Wimbledon, Bromley) and manager (Sunderland Women)","22097","True","No"
"Bill Oliver","2025-04-14","American football coach (Alabama Crimson Tide, Chattanooga Mocs, Auburn Tigers)","9542","False","Yes"
"Wink Martindale","2025-04-15","American disc jockey","309713","True","No"
"Patrick Adiarte","2025-04-15","Filipino-American actor (''The King and I'', ''High Time'', ''Flower Drum Song'')","53417","True","No"
"S. S. Stanley","2025-04-15","Indian film director (''April Maadhathil'', ''Pudhukottaiyilirundhu Saravanan'', ''Kizhakku Kadarkarai Salai'') and actor","19587","True","No"
"Werner Thissen","2025-04-15","German Roman Catholic prelate","18772","True","No"
"Karen Durbin","2025-04-15","American journalist (''The Village Voice'')","16674","True","No"
"Mike DeBord","2025-04-15","American football coach (Michigan Wolverines, Central Michigan Chippewas, Chicago Bears)","14423","True","No"
"Richard K. Bernstein","2025-04-15","American physician","13445","True","No"
"Reuma Weizman","2025-04-15","Israeli socialite","12168","True","No"
"Jadwiga Jankowska-Cieślak","2025-04-15","Polish actress (''Another Way'', ''Scratch'', ''Tatarak'')","8164","True","No"
"Joel Krosnick","2025-04-15","American cellist","6519","True","No"
"Nora Aunor","2025-04-16","Filipino actress (''Tatlong Taong Walang Diyos'', ''Trap'', ''Hustisya'') and singer","534739","True","No"
"Aaron Boupendza","2025-04-16","Gabonese footballer (Hatayspor, Zhejiang, national team)","155363","True","No"
"Fatima Hassouna","2025-04-16","Palestinian photojournalist","84039","True","No"
"Don Mlangeni Nawa","2025-04-16","South African actor (''Isidingo'', ''Uzalo'', ''The Estate'')","21773","False","Yes"
"Roger McLachlan","2025-04-16","New Zealand bass guitarist (Little River Band)","14945","True","No"
"Dwayne Collins","2025-04-16","American basketball player (Miami Hurricanes)","13111","True","No"
"Mac Gayden","2025-04-16","American singer and songwriter (""Everlasting Love, ""My Rainbow Valley"")","9700","True","No"
"Bill Aitken","2025-04-16","Scottish-born Indian travel writer","7568","True","No"
"Ed Lumley","2025-04-16","Canadian politician","5189","True","No"
"Joanne Gilbert","2025-04-16","American actress (''Ride Out for Revenge'', ''Red Garters'', ''The Great Man'')","4022","True","No"
"Joe Thompson","2025-04-17","English footballer (Rochdale, Tranmere Rovers, Southport)","195231","True","No"
"Mizuki Itagaki","2025-04-17","Japanese actor (''Hot Gimmick: Girl Meets Boy'', ''Keep Your Hands Off Eizouken!'', ''Solomon's Perjury'')","113564","True","No"
"Colin Berry","2025-04-17","British radio disc jockey","26950","True","No"
"Peter Ablinger","2025-04-17","Austrian composer","19561","False","Yes"
"Ronald Scott","2025-04-17","Argentine naval aviator (Fleet Air Arm)","12944","True","No"
"Ljubomir Simović","2025-04-17","Serbian writer","4037","True","No"
"Rose Kerketta","2025-04-17","Indian writer","3554","False","Yes"
"Simon Lehoko","2025-04-17","South African footballer (Vaal Professionals, Kaizer Chiefs, national team)","3186","True","No"
"Jaromír Štětina","2025-04-17","Czech journalist","2380","True","No"
"Xu Lianjie","2025-04-17","Chinese businessman","2207","False","Yes"
"Clodagh Rodgers","2025-04-18","Northern Irish singer (""Come Back and Shake Me"", ""Jack in the Box"")","148874","True","No"
"Nikola Pokrivač","2025-04-18","Croatian footballer (Varteks, AS Monaco, national team)","56011","True","No"
"Stina Oscarson","2025-04-18","Swedish theater director","33046","True","No"
"Noreen Young","2025-04-18","Canadian puppeteer (''Under the Umbrella Tree'', ''Sesame Park'')","11113","True","No"
"Damien Thomas","2025-04-18","English actor (''Twins of Evil'', ''Pirates'', ''Never Let Me Go'')","10784","False","Yes"
"Julieta Szönyi","2025-04-18","Romanian actress (''Felix and Otilia'', ''Toate pînzele sus'')","10528","True","No"
"Mathew Kalarickal","2025-04-18","Indian cardiologist","10079","True","No"
"Mike Chase","2025-04-18","American stock car racing driver (NASCAR Winston West Series)","8056","True","No"
"Suliman Eid","2025-04-18","Egyptian actor","7539","True","No"
"Mick McGrath","2025-04-18","Irish footballer (Blackburn Rovers, national team)","6170","True","No"
"Julian Benson","2025-04-19","Australian-born Irish choreographer (''Dancing with the Stars'')","43808","True","No"
"Jay Sigel","2025-04-19","American golfer","32489","True","No"
"Guy Ullens","2025-04-19","Belgian art collector and philanthropist","22968","True","No"
"Barry Hoban","2025-04-19","English Olympic racing cyclist (1960)","13634","True","No"
"Bill Ramos","2025-04-19","American politician","13587","True","No"
"Jacques Camatte","2025-04-19","French writer and philosopher","10239","True","No"
"Meir Mazuz","2025-04-19","Tunisian-born Israeli rabbi","7729","True","No"
"Rodney Francis Cameron","2025-04-19","Australian serial killer","5617","True","No"
"Ron Hood","2025-04-19","American politician","5615","False","Yes"
"Damien Broderick","2025-04-19","Australian author (''The White Abacus'', ''Transcension'', ''K-Machines'')","3928","True","No"
"Mike Patrick","2025-04-20","American sports broadcaster (ESPN, Maryland Terrapins, Jacksonville Sharks)","47018","True","No"
"Hugo Gatti","2025-04-20","Argentine footballer (Gimnasia La Plata, Boca Juniors, national team)","45885","True","No"
"Nana Osei Bonsu II","2025-04-20","Ghanaian traditional ruler","13483","True","No"
"Tes Sambath","2025-04-20","Cambodian footballer (Visakha, national team)","13211","False","Yes"
"Werner Lorant","2025-04-20","German football player (Rot-Weiss Essen, Eintracht Frankfurt) and manager","12793","True","No"
"Black Terry","2025-04-20","Mexican professional wrestler (CMLL, IWRG, UWA)","12268","True","No"
"Kimble Rendall","2025-04-20","Australian musician (XL Capris, Hoodoo Gurus) and film director (''Guardians of the Tomb'')","11788","True","No"
"Chito Martínez","2025-04-20","Belizean-American baseball player (Baltimore Orioles)","11565","True","No"
"Bob Filner","2025-04-20","American politician","9712","True","No"
"Cristina Buarque","2025-04-20","Brazilian singer and composer","6506","True","No"
"Pope Francis","2025-04-21","Argentine Roman Catholic prelate","10591981","True","No"
"Hajji Alejandro","2025-04-21","Filipino singer and actor","111131","True","No"
"Will Hutchins","2025-04-21","American actor (''Sugarfoot'', ''Shangani Patrol'', ''Spinout'')","52326","True","No"
"Gerard Kennedy","2025-04-21","Australian actor (''Hunter'', ''Division 4'', ''Skyways'')","40955","True","No"
"Zakir Qureshi","2025-04-21","Pakistani television chef (Hum TV, Masala TV)","17515","True","No"
"Peter von Matt","2025-04-21","Swiss philologist and author","14001","True","No"
"Walter Frankenstein","2025-04-21","German-born Swedish engineer and Holocaust survivor","12080","True","No"
"Hisashi Shinma","2025-04-21","Japanese Hall of Fame professional wrestling booker and promoter (WWF, NJPW)","10523","True","No"
"Dominick J. Ruggerio","2025-04-21","American politician","9290","True","No"
"Herbert J. Gans","2025-04-21","German-born American sociologist","6956","True","No"
"Lar Park Lincoln","2025-04-22","American actress (''House II: The Second Story'', ''Friday the 13th Part VII: The New Blood'', ''Knots Landing'')","191080","True","No"
"Puan Noor Aishah","2025-04-22","Singaporean activist and scouting leader","68614","True","No"
"Kang Ji-yong","2025-04-22","South Korean footballer (Bucheon, Gangwon, Pohang Steelers)","34479","True","No"
"Zurab Tsereteli","2025-04-22","Russian-Georgian sculptor (''Birth of the New World'', ''To the Struggle Against World Terrorism'')","27008","True","No"
"Keith Stackpole","2025-04-22","Australian cricketer (Victoria, national team)","20821","True","No"
"David Briggs","2025-04-22","American Hall of Fame keyboardist (Muscle Shoals Rhythm Section, The Nashville A-Team, TCB Band) and record producer","16851","True","No"
"Alexandra Fröhlich","2025-04-22","German journalist and writer","9219","True","No"
"V. Y. Mudimbe","2025-04-22","Congolese philosopher","8379","True","No"
"Erik Ruus","2025-04-22","Estonian actor (''The Birdwatcher'', ''Firewater'', ''All My Lenins'')","6653","True","No"
"Michael O'Brien","2025-04-22","Irish politician and activist","6151","True","No"
"Steve McMichael","2025-04-23","American Hall of Fame football player (Chicago Bears) and professional wrestler (WCW)","383361","True","No"
"Lulu Roman","2025-04-23","American comedian (''Hee Haw'') and gospel singer","114188","True","No"
"David Thomas","2025-04-23","American singer (Rocket from the Tombs, Pere Ubu) and songwriter (""30 Seconds Over Tokyo"")","58471","True","No"
"Tom Brown","2025-04-23","American football player (Green Bay Packers, Washington Redskins) and baseball player (Washington Senators)","31177","True","No"
"Jim Herriot","2025-04-23","Scottish footballer (Dunfermline Athletic, Birmingham City, national team)","24823","True","No"
"Waltraut Haas","2025-04-23","Austrian actress (''Der Hofrat Geiger'', ''Mariandl'', ''The White Horse Inn'')","24446","True","No"
"Jonnie Boer","2025-04-23","Dutch chef and restaurant owner (De Librije)","24325","False","Yes"
"Peter Taaffe","2025-04-23","British Marxist militant","14610","True","No"
"Fouad Mebazaa","2025-04-23","Tunisian politician","6838","True","No"
"Jaromír Paciorek","2025-04-23","Czech footballer (SBV Excelsior, Fortuna Sittard)","5404","True","No"
"Rob Holland","2025-04-24","American aerobatic pilot","125753","True","No"
"Kari Løvaas","2025-04-24","Norwegian opera singer","30752","True","No"
"Steve Kiner","2025-04-24","American Hall of Fame football player (Tennessee Volunteers, New England Patriots, Houston Oilers)","14751","True","No"
"Roy Phillips","2025-04-24","British musician (The Peddlers)","11558","True","No"
"Jamie McMann","2025-04-24","American record producer","10229","True","No"
"Jack Katz","2025-04-24","American comic book artist (''Sub-Mariner'')","7249","True","No"
"Happy Clapper","2025-04-24","Australian Thoroughbred racehorse","7239","True","No"
"Giancarlo Gentilini","2025-04-24","Italian politician","4125","True","No"
"Bruce Cline","2025-04-24","Canadian ice hockey player (New York Rangers)","3948","True","No"
"Rita Briansky","2025-04-24","Polish-born Canadian painter and printmaker","3023","True","No"
"Virginia Giuffre","2025-04-25","American-Australian justice advocate","1085703","True","No"
"Philip Lowrie","2025-04-25","English actor (''Coronation Street'', ''Victoria Wood'', ''Home Fires'')","88666","True","No"
"Alexis Herman","2025-04-25","American politician and social worker","76260","True","No"
"Yaroslav Moskalik","2025-04-25","Russian general","66316","False","Yes"
"Krishnaswamy Kasturirangan","2025-04-25","Indian space scientist and politician","52674","True","No"
"Walt Jocketty","2025-04-25","American baseball executive (St. Louis Cardinals, Cincinnati Reds)","28055","True","No"
"J. C. Snead","2025-04-25","American golfer","17775","True","No"
"John S. Foster Jr.","2025-04-25","American physicist","4827","False","Yes"
"Joey Archer","2025-04-25","American boxer","4061","True","No"
"Richard E. Carey","2025-04-25","American Marine Corps Lieutenant General","3772","True","No"
"Joshua Clover","2025-04-26","American poet and writer","31037","True","No"
