"name","death_date","description","pageviews"
"János Gróz","2020-11-14","Hungarian handball and beach handball coach","1422"
"James Haynes","2020-11-14","American football player (New Orleans Saints)","1158"
"Lamin N. Dibba","2020-11-14","Gambian politician","1110"
"Rae Norman","2020-11-14","American actress (''The Young and the Restless'')","644"
"Abu Hena","2020-11-14","Bangladeshi politician","630"
"Jacques Fornier","2020-11-14","French theatrical actor and director","586"
"Osmo Ala-Honkola","2020-11-14","Finnish Olympic shooter (1968, 1972)","583"
"Terry A. Simmons","2020-11-14","Canadian-American lawyer and environmental activist","456"
"Robert Brown","2020-11-14","American politician","400"
"Peter Pagé","2020-11-14","German computer scientist","382"
"Sydney Chandrasekara","2020-11-14","Sri Lankan journalist","204"
"Frederick B. Chary","2020-11-14","American historian","171"
"António Valverde Martins","2020-11-14","Portuguese politician and trade unionist","143"
"Barbara Granlund","2020-11-14","American politician","80"
"Charlie Hauck","2020-11-14","American television producer and writer (''The Hogan Family'', ''Maude'', ''Frasier'')","0"
"Soumitra Chatterjee","2020-11-15","Indian actor (''The World of Apu'', ''Abhijan'', ''Rupkatha Noy'')","449380"
"Ray Clemence","2020-11-15","English footballer (Liverpool, Tottenham Hotspur, national team)","410975"
"Anthony Stewart","2020-11-15","American basketball coach (UT Martin Skyhawks)","18466"
"Campbell Forsyth","2020-11-15","Scottish footballer (St. Mirren, Kilmarnock)","16616"
"Carlos Amadeu","2020-11-15","Brazilian football player (Bahia) and manager (Vitória, Al Hilal)","14073"
"Norman Taylor","2020-11-15","American-born Australian basketball player (Illawarra Hawks)","12991"
"Mohammad Sozib","2020-11-15","Bangladeshi cricketer (Shinepukur)","12193"
"Mary Fowkes","2020-11-15","American physician and neuropathologist","9926"
"Cecil Duckworth","2020-11-15","British businessman and charity executive","7285"
"Chandrawati","2020-11-15","Indian politician","6952"
"Witold Sadowy","2020-11-15","Polish actor (''Zakazane piosenki'', ''Bad Luck'')","5259"
"Kyle Morrell","2020-11-15","American football player (Minnesota Vikings)","5205"
"Drew S. Days III","2020-11-15","American lawyer and academic","4456"
"Marvin Zonis","2020-11-15","American political economist","3492"
"Ivan Kožarić","2020-11-15","Croatian artist","3158"
"Leon Claire Metz","2020-11-15","American cultural historian","2151"
"Raúl Eduardo Vela Chiriboga","2020-11-15","Ecuadorian Roman Catholic cardinal","1901"
"Richard Kosolapov","2020-11-15","Russian social philosopher and journalist","1899"
"Mahjoubi Aherdane","2020-11-15","Moroccan politician","1780"
"Anne Rasa","2020-11-15","British-South African ethologist","1644"
"Victor Popa","2020-11-15","Moldovan jurist and politician","1492"
"Rudolf Kippenhahn","2020-11-15","German astrophysicist","1383"
"Frank Butler","2020-11-15","American businessman","1382"
"Anto Kovačević","2020-11-15","Croatian politician","1280"
"Egidio Cosentino","2020-11-15","Italian Olympic field hockey player (1952)","821"
"Chris Hurford","2020-11-15","Australian politician","632"
"Ioannis Tassias","2020-11-15","Greek Orthodox metropolitan","576"
"Ivan Vandor","2020-11-15","Italian composer (''The Passenger'', ''Django Kill... If You Live, Shoot!'') and musician (Musica Elettronica Viva)","564"
"Henrique Córdova","2020-11-15","Brazilian politician","486"
"Jacques Rifflet","2020-11-15","Belgian writer and political scientist","413"
"Fred Morrison","2020-11-15","American football player (Chicago Bears, Cleveland Browns)","394"
"Yairus Gwijangge","2020-11-15","Indonesian politician","249"
"Eric Hall","2020-11-16","English football and music agent","58411"
"Bruce Swedien","2020-11-16","American audio engineer and producer","40578"
"Walid Muallem","2020-11-16","Syrian diplomat","35634"
"Shawkat Ali","2020-11-16","Bangladeshi politician","15461"
"Bhanwarlal Meghwal","2020-11-16","Indian politician","13653"
"David Hemblen","2020-11-16","English-born Canadian actor (''X-Men: The Animated Series'', ''The Sweet Hereafter'', ''Tommy Boy'')","10968"
"Henryk Gulbinowicz","2020-11-16","Polish Roman Catholic cardinal","9373"
"Tomislav Merčep","2020-11-16","Croatian politician","6790"
"Raul del Mar","2020-11-16","Filipino politician","5591"
"Eddie Borysewicz","2020-11-16","Polish-American cycling coach","5296"
"Harry van Raaij","2020-11-16","Dutch football executive","3411"
"Art Wolff","2020-11-16","American television director (''Seinfeld'', ''The Tracey Ullman Show'', ''Grand'') and acting coach","3394"
"Rick Fraser","2020-11-16","Canadian ice hockey player (Indianapolis Racers)","2072"
"Sheila Nelson","2020-11-16","English string teacher","1316"
"Tulsi Ram","2020-11-16","Indian politician","1174"
"Eugenia Ratti","2020-11-16","Italian operatic soprano","1106"
"Bill Morgan","2020-11-16","Australian-born Canadian journalist and television producer (CBC News)","1061"
"Antonis Georgiadis","2020-11-16","Greek football manager (AEK Athens, Olympiacos, national team)","1034"
"David Carter","2020-11-16","British industrial designer","784"
"Lanie Black","2020-11-16","American politician","238"
"Alfred Laureta","2020-11-16","American jurist","178"
"Georg Kandlinger","2020-11-16","German Olympic cross-country skier","145"
"John Nurser","2020-11-16","English priest and theologian","25"
"Dairon Blanco","2020-11-16","Cuban footballer (Las Tunas, national team)","0"
"Jim Bradford","2020-11-16","American politician","0"
"Ian Finkel","2020-11-16","American musician","0"
"Joe Núñez","2020-11-16","American politician","0"
"William F. Riordan","2020-11-16","American lawyer and jurist","0"
"Clark Williams","2020-11-16","American politician","0"
"Sheldon Solow","2020-11-17","American real estate developer","36366"
"Vincent Reffet","2020-11-17","French BASE jumper","31013"
"Anjum Singh","2020-11-17","Indian artist","30886"
"Paul Sobol","2020-11-17","Belgian Holocaust survivor and educator","12298"
"Roman Viktyuk","2020-11-17","Russian theater director","9617"
"John Poole","2020-11-17","English footballer (Port Vale, Macclesfield Town)","8957"
"Walt Davis","2020-11-17","American basketball player (Philadelphia Warriors, St. Louis Hawks) and high jumper","6045"
"Alokeranjan Dasgupta","2020-11-17","Indian poet","5891"
"Pim Doesburg","2020-11-17","Dutch footballer (Feyenoord, PSV Eindhoven, Sparta Rotterdam)","5365"
"Malcolm CasSelle","2020-11-17","American businessman","4510"
"Kay Morley","2020-11-17","American actress (''Campus Honeymoon'', ''Six-Gun Serenade'', ''Trails End'')","3060"
"Napane Pemasiri Thero","2020-11-17","Sri Lankan Buddhist clergy","2130"
"Jagmohan Singh","2020-11-17","Indian Olympic hurdler (1960)","1855"
"Stanisław Dulias","2020-11-17","Polish politician and economist","1626"
"Angelo Caroli","2020-11-17","Italian footballer (Juventus, Catania, Lucchese) and journalist","1399"
"Gordon Keith","2020-11-17","American record producer","1276"
"Camille Bonnet","2020-11-17","French rugby union player (SU Agen Lot-et-Garonne, Sporting Club Graulhetois)","880"
"William A. Clemens Jr.","2020-11-17","American paleontologist","490"
"Willy Kuijpers","2020-11-17","Belgian politician","455"
"Eitaro Okano","2020-11-17","Japanese Olympic sprinter (1952)","431"
"Anneliese Schuh-Proxauf","2020-11-17","Austrian Olympic skier (1948)","383"
"Manis Muka Mohd Darah","2020-11-17","Malaysian politician","219"
"Jean-Ernest Ramez","2020-11-17","French Olympic fencer (1964, 1968)","12"
"Audrey Walker","2020-11-17","British textile artist","0"
"Kirby Morrow","2020-11-18","Canadian voice actor (''Dragon Ball Z'', ''Inuyasha'', ''Ninjago'')","464856"
"Mridula Sinha","2020-11-18","Indian politician","23401"
"Marguerite Ray","2020-11-18","American actress (''The Young and the Restless'', ''Sanford and Son'')","18517"
"Draga Olteanu Matei","2020-11-18","Romanian actress (''The Famous Paparazzo'', ''Uncle Marin, the Billionaire'', ''Explosion'')","13611"
"Arthur Imperatore Sr.","2020-11-18","American transportation executive and hockey team owner (Colorado Rockies)","13323"
"Michel Robin","2020-11-18","French actor (''Farewell, My Queen'', ''The Triplets of Belleville'', ''Just a Breath Away'')","9777"
"Tony Hooper","2020-11-18","English guitarist (Strawbs)","9408"
"Juan Roldán","2020-11-18","Argentine middleweight boxer","8200"
"Alexander Dubyanskiy","2020-11-18","Russian Tamil scholar","7551"
"Umar Ghalib","2020-11-18","Somali politician","7474"
"Firsat Sofi","2020-11-18","Iraqi politician","5883"
"Adam Musiał","2020-11-18","Polish football player (Wisła Kraków, national team) and manager (Stal Stalowa Wola)","3768"
"Rex Downing","2020-11-18","American actor (''Wuthering Heights'', ''Mandrake the Magician'', ''Blood and Sand'')","3572"
"James Wasserman","2020-11-18","American author","3131"
"George Carter","2020-11-18","American basketball player (Detroit Pistons, Virginia Squires, New York Nets)","3076"
"Mokhtar Hashim","2020-11-18","Malaysian politician","2359"
"Claire Boudreau","2020-11-18","Canadian genealogist","1685"
"Iwannis Louis Awad","2020-11-18","Syrian Syriac Catholic hierarch","676"
"Mel Brez","2020-11-18","American television writer (''The Doctors'', ''As the World Turns'', ''Days of Our Lives'')","630"
"Leonard Kamsler","2020-11-18","American golf photographer","452"
"Janusz Turowski","2020-11-18","Polish electrical engineer","193"
"Esko Silvennoinen","2020-11-18","Finnish Olympic field hockey player (1952)","71"
"Thore Göran Andersson","2020-11-18","Swedish Olympic sailor (1960)","44"
"Christine Barkhuizen le Roux","2020-11-18","South African writer","0"
"Khadim Hussain Rizvi","2020-11-19","Pakistani Islamic preacher","342757"
"Jake Scott","2020-11-19","American football player (Miami Dolphins, Washington Redskins)","60394"
"Hayford Peirce","2020-11-19","American science fiction author","11804"
"Stan Trafford","2020-11-19","English footballer (Port Vale, Macclesfield Town) and cricketer (Staffordshire)","10458"
"Digamber Hansda","2020-11-19","Indian Santhali linguist and tribal rights advocate","9483"
"Manvel Grigoryan","2020-11-19","Armenian military officer and politician","7157"
"Charles Levin","2020-11-19","American jurist","5048"
"Reşit Karabacak","2020-11-19","Turkish Olympic wrestler (1984)","3733"
"Sebouh Chouldjian","2020-11-19","Turkish-born Armenian Apostolic prelate","3356"
"Helen Morgan","2020-11-19","Welsh field hockey player","2653"
"Gennady Zdanovich","2020-11-19","Russian archaeologist","1913"
"Alcino Pinto","2020-11-19","São Toméan politician","1330"
"Michael J. Budds","2020-11-19","American musicologist","1261"
"Michal Šafařík","2020-11-19","Slovak ice hockey player (HC Slovan Bratislava)","1112"
"João Alberto Silveira Freitas","2020-11-19","Brazilian painter","882"
"William C. Pryor","2020-11-19","American jurist","821"
"Roger J. Phillips","2020-11-19","American geophysicist","762"
"Harald Ringstorff","2020-11-19","German politician","617"
"André Quilis","2020-11-19","French rugby union player (RC Narbonne, national team) and coach","409"
"Herbert F. Solow","2020-11-19","American television producer (''Man from Atlantis'')","310"
"Ted Carpenter","2020-11-19","American politician","222"
"Dumitru Noroc","2020-11-19","Moldovan doctor and politician","168"
"Hwawei Ko","2020-11-19","Taiwanese pedagogue and professor","0"
"Ramsay G. Najjar","2020-11-19","Lebanese business executive and writer","0"
"Henry Ward Oxendine","2020-11-19","American politician","0"
"Jan Morris","2020-11-20","Welsh historian (''Pax Britannica Trilogy'')","165715"
"Rita Sargsyan","2020-11-20","Armenian music teacher and socialite","24067"
"Irinej","2020-11-20","Serbian Orthodox prelate","18998"
"Jorge Horacio Brito","2020-11-20","Argentine banker","18526"
"Judith Jarvis Thomson","2020-11-20","American moral philosopher","17900"
"Daniel Cordier","2020-11-20","French militant","13282"
"Ajay Desai","2020-11-20","Indian wildlife expert","12452"
"Deb Price","2020-11-20","American journalist","11345"
"June Furlong","2020-11-20","English model","10792"
"Ernesto Canto","2020-11-20","Mexican race walker","5395"
"Rudy del Rosario","2020-11-20","Filipino football player (Kaya, national team) and manager","4205"
"Ken Schinkel","2020-11-20","Canadian ice hockey player (New York Rangers, Pittsburgh Penguins)","4131"
"Hannu Lahtinen","2020-11-20","Finnish Olympic wrestler (1984)","2395"
"Sandy Dvore","2020-11-20","American graphic designer","2242"
"Antonio Ambrosetti","2020-11-20","Italian mathematician","1889"
"Marian Cycoń","2020-11-20","Polish politician","1257"
"John Rowland","2020-11-20","English footballer (Nottingham Forest, Port Vale, Mansfield Town)","1185"
"Patricia Beatty","2020-11-20","Canadian choreographer and dancer","733"
"Michael Brooks","2020-11-20","British music historian and archivist","691"
"Jacques Déprez","2020-11-20","French Olympic hurdler (1960)","677"
"František Reichel","2020-11-20","Czech politician","667"
"Mony Elkaïm","2020-11-20","Moroccan-Belgian psychiatrist and psychotherapist","494"
"Jean Darnel","2020-11-20","French actor and director","378"
"Takao Yaguchi","2020-11-20","Japanese manga artist (''Fisherman Sanpei'')","311"
"Albert Salomon","2020-11-20","Bulgarian-Israeli accordionist and social activist","259"
"Tony Gershlick","2020-11-20","British cardiologist","178"
"Murman Omanidze","2020-11-20","Georgian politician","162"
"Ronald Bullough","2020-11-20","British materials scientist","113"
"Jos Rosa","2020-11-20","Belgian Olympic rower","20"
"Saverio Imperato","2020-11-20","Italian immunologist","0"
"Dena Dietrich","2020-11-21","American actress (''Adam's Rib'', ''Friends and Lovers'', ''The Wild Party'')","19232"
"Devi Priya","2020-11-21","Indian poet and political satirist","13983"
"Ricky Yacobi","2020-11-21","Indonesian footballer (PSMS Medan, Arseto Solo, national team)","11776"
"Oliver Friggieri","2020-11-21","Maltese poet","9961"
"Chester Yorton","2020-11-21","American bodybuilder","7926"
"Artemije Radosavljević","2020-11-21","Serbian Orthodox prelate","7230"
"Sandy Harbutt","2020-11-21","Australian actor","5212"
"Alvin Holmes","2020-11-21","American politician","4497"
"Malcolm Marmorstein","2020-11-21","American screenwriter and film director (''Pete's Dragon'', ''Love Bites'', ''Dark Shadows'')","2938"
"Chen Ailian","2020-11-21","Chinese dancer","2036"
"Jožef Smej","2020-11-21","Slovenian Roman Catholic prelate","1914"
"Htike Zaw","2020-11-21","Burmese politician","1550"
"C. K. Bhaskaran","2020-11-21","Indian cricketer (Kerala, Madras)","1021"
"Theresa Two Bulls","2020-11-21","American Oglala politician","816"
"Glenn Wilkes","2020-11-21","American college basketball coach (Stetson Hatters)","794"
"Jens Sørensen","2020-11-21","Danish Olympic racing cyclist (1960)","746"
"Léon Herschtritt","2020-11-21","French photographer","472"
"Jacques Jurquet","2020-11-21","French political activist","387"
"Donal Leace","2020-11-21","American singer-songwriter","151"
"Margaret Nosek","2020-11-21","American academic and disability rights activist","99"
"John O'Brien","2020-11-21","Irish-American publisher","70"
"Edgar García","2020-11-21","Colombian bullfighter","0"
"Robert Garland","2020-11-21","American screenwriter (''No Way Out'', ''The Electric Horseman'', ''The Big Blue'')","0"
